Activity_ID,Customer_ID,Plan_ID,PaymentMethod_ID,Date_ID,Monthly_Charges,Total_Charges,Tenure_Months,Internet_Usage_GB,Calls_Minutes,Customer_Satisfaction_Score
A0004516,C004516,P193,PM002,20181031,95.25,1021.55,10,90.69,116,7.8
A0004517,C004517,P009,PM008,20220501,102.1,5885.4,58,100.01,380,5.3
A0004518,C004518,P011,PM004,20230221,19.95,268.4,14,1.92,164,8.9
A0004519,C004519,P036,PM004,20190115,80.85,2204.35,27,26,362,6.9
A0004520,C004520,P123,PM006,20191125,90.9,1259,14,86.41,241,4.6
A0004521,C004521,P001,PM004,20220607,29.2,309.1,12,6.32,19,6.1
A0004522,C004522,P246,PM006,20180219,93.3,6398.05,69,98.67,352,6.4
A0004523,C004523,P072,PM006,20211218,89.15,2257.75,25,91.63,288,7.3
A0004524,C004524,P053,PM002,20221022,108.85,6287.25,58,119.23,295,3.6
A0004525,C004525,P260,PM008,20230223,46.35,1662.05,35,19.81,13,6.5
A0004526,C004526,P090,PM002,20200427,84.75,1350.15,16,90.47,68,4.9
A0004527,C004527,P206,PM008,20210410,78.75,3600.65,45,16.69,260,10
A0004528,C004528,P171,PM002,20220221,83.55,1329.15,17,87.37,149,5.7
A0004529,C004529,P027,PM002,20211014,45.7,45.7,1,13.44,265,4.1
A0004530,C004530,P011,PM004,20220402,19.6,422.5,22,0,147,8.4
A0004531,C004531,P005,PM002,20180815,69.95,69.95,1,70.79,143,4.9
A0004532,C004532,P165,PM004,20221213,67.85,4627.65,67,25.08,394,8.6
A0004533,C004533,P009,PM006,20180801,105.65,6717.9,67,108.15,346,7.1
A0004534,C004534,P146,PM002,20190223,44.6,97.1,2,8.99,9,3.5
A0004535,C004535,P073,PM002,20230219,74.95,1710.45,23,78.66,266,4.8
A0004536,C004536,P029,PM008,20200707,75.5,637.4,9,72.31,227,6.8
A0004537,C004537,P011,PM004,20200216,20.15,117.95,5,1.28,301,7.9
A0004538,C004538,P260,PM008,20220403,45.2,2460.55,54,12.04,4,7.4
A0004539,C004539,P025,PM002,20180625,95.25,5464.65,57,94.16,339,4
A0004540,C004540,P183,PM004,20210907,89.85,2165.05,24,93.68,227,5.1
A0004541,C004541,P021,PM004,20190619,100.45,4941.8,49,95.25,212,2.3
A0004542,C004542,P161,PM002,20211118,47.15,223.15,5,23.87,251,4.4
A0004543,C004543,P089,PM002,20230104,80.2,181.1,2,71.09,196,7.1
A0004544,C004544,P154,PM004,20220722,87.1,341.45,4,84.11,279,3.4
A0004545,C004545,P032,PM006,20181120,79.25,5731.85,70,25.63,201,9.1
A0004546,C004546,P073,PM006,20180326,75.9,357.75,5,78.82,292,4.8
A0004547,C004547,P062,PM002,20200605,85.7,4616.1,53,25.21,359,7.3
A0004548,C004548,P177,PM002,20180422,98.75,4533.7,47,98.46,185,3
A0004549,C004549,P011,PM008,20200806,20.1,589.25,31,2.25,238,8.2
A0004550,C004550,P218,PM006,20211122,61.8,750.1,13,17.38,291,9.6
A0004551,C004551,P161,PM004,20180221,49.9,1410.25,28,21.94,210,7.5
A0004552,C004552,P034,PM002,20231102,86.45,830.85,10,90.65,291,4.9
A0004553,C004553,P011,PM006,20200111,20.4,743.5,38,4.57,299,9.3
A0004554,C004554,P027,PM004,20190301,45.3,45.3,1,8.76,347,4.6
A0004555,C004555,P012,PM002,20201110,104.1,7040.85,67,103.7,195,2.7
A0004556,C004556,P055,PM004,20220908,75.4,3865.45,52,21.12,165,8
A0004557,C004557,P182,PM004,20180225,108.15,6825.65,62,103.12,222,9.8
A0004558,C004558,P160,PM002,20200317,86.25,1340.1,16,88.05,162,8
A0004559,C004559,P040,PM002,20191017,81,371.65,5,78.31,300,1.3
A0004560,C004560,P025,PM002,20201003,95.7,1184,12,98.98,145,8.2
A0004561,C004561,P014,PM006,20200626,116.85,8477.7,72,111.5,459,7.9
A0004562,C004562,P127,PM006,20180108,105.75,7382.85,71,114.35,366,5.8
A0004563,C004563,P011,PM004,20231212,20.15,456.85,24,0,251,6
A0004564,C004564,P011,PM004,20221117,19.6,331.6,15,1.29,328,9.3
A0004565,C004565,P293,PM008,20210129,90.6,6056.15,67,94.56,102,3.9
A0004566,C004566,P201,PM006,20200916,60.95,134.6,2,15.43,477,6.8
A0004567,C004567,P068,PM004,20210108,25.05,125.5,5,11.78,5,7.9
A0004568,C004568,P133,PM002,20230910,88.15,1390.6,15,82,239,4.1
A0004569,C004569,P011,PM004,20190113,20.2,20.2,1,7.46,82,4.3
A0004570,C004570,P131,PM006,20230504,60.3,2511.3,41,18.16,293,7.8
A0004571,C004571,P128,PM002,20210815,63.95,2737.05,43,16.2,150,6.4
A0004572,C004572,P073,PM002,20181009,74.3,74.3,1,72.8,259,7.5
A0004573,C004573,P005,PM004,20201101,70.6,70.6,1,74.64,201,8.7
A0004574,C004574,P133,PM002,20191001,90.8,2361.8,26,87.88,153,5
A0004575,C004575,P040,PM002,20180310,79.35,1730.35,22,75.6,177,4.8
A0004576,C004576,P022,PM006,20230113,90.55,6404,71,26.06,270,10
A0004577,C004577,P011,PM004,20230902,19.45,165.35,7,0,134,8.8
A0004578,C004578,P317,PM006,20181203,64.45,1867.6,28,28.44,182,9.1
A0004579,C004579,P005,PM002,20180803,69.65,1043.3,16,66.82,309,7.9
A0004580,C004580,P011,PM004,20190927,19.5,128.6,7,4.35,484,7.9
A0004581,C004581,P044,PM006,20190227,110.5,7455.45,69,111.55,292,7.4
A0004582,C004582,P068,PM004,20231022,24.7,24.7,1,2.49,2,9
A0004583,C004583,P095,PM002,20200225,77.4,206.15,3,23.19,216,7.5
A0004584,C004584,P025,PM006,20200726,96.8,2030.3,21,100.72,252,5.3
A0004585,C004585,P147,PM006,20221107,85.4,5869.4,69,84.46,218,8.1
A0004586,C004586,P102,PM006,20220817,47.6,3377.8,71,20.25,17,7.7
A0004587,C004587,P011,PM004,20210721,19.4,1346.2,69,5.3,269,10
A0004588,C004588,P009,PM002,20210610,103.85,4946.05,48,108.44,331,7.5
A0004589,C004589,P147,PM006,20190315,83.35,4065,47,81.05,221,3.8
A0004590,C004590,P161,PM002,20210830,49.4,106.55,2,9.42,369,5.4
A0004591,C004591,P051,PM008,20220314,108.45,4964.7,45,105.38,235,7.3
A0004592,C004592,P040,PM006,20211118,81,4085.75,51,81.98,162,7.5
A0004593,C004593,P036,PM002,20230907,79.2,1742.75,22,26.49,445,3.3
A0004594,C004594,P022,PM006,20180927,86.65,6224.8,72,15.14,85,8.2
A0004595,C004595,P143,PM002,20220130,92.95,3415.25,37,92.91,183,8.4
A0004596,C004596,P022,PM002,20230430,90.35,6325.25,71,27.9,193,7.7
A0004597,C004597,P150,PM002,20231023,48.7,340.25,7,13.22,475,5.6
A0004598,C004598,P045,PM008,20220808,25.15,1683.6,66,6.71,412,5.8
A0004599,C004599,P113,PM006,20191105,76.4,3966.3,51,25.03,384,7.3
A0004600,C004600,P011,PM006,20190214,19.55,608.5,30,6.75,220,8.1
A0004601,C004601,P090,PM002,20211212,85.35,2896.6,34,84.27,468,6.7
A0004602,C004602,P045,PM004,20200302,24.8,1514.85,64,4.94,283,5.8
A0004603,C004603,P012,PM006,20210531,103.15,6792.45,65,111.33,337,7.8
A0004604,C004604,P028,PM004,20181226,100.75,4669.2,47,107.31,266,8.8
A0004605,C004605,P220,PM002,20190805,95.6,95.6,1,90.14,245,6
A0004606,C004606,P201,PM008,20201109,59.75,2934.3,49,16.66,227,4.1
A0004607,C004607,P181,PM008,20190227,94.1,6302.8,67,92.37,231,8.9
A0004608,C004608,P011,PM006,20180501,19.35,779.2,39,2.64,304,8.6
A0004609,C004609,P011,PM004,20180203,19.9,283.75,14,3.63,283,9.6
A0004610,C004610,P125,PM008,20180312,108.15,4600.7,43,103.96,247,4.2
A0004611,C004611,P006,PM002,20190629,101.05,5594,56,101.39,385,6
A0004612,C004612,P184,PM008,20200825,59.1,772.85,14,7.63,0,7.8
A0004613,C004613,P005,PM002,20190619,71.35,71.35,1,78.56,295,3.2
A0004614,C004614,P003,PM004,20180114,55.85,857.8,16,14.19,314,7
A0004615,C004615,P069,PM002,20210822,106.05,7554.05,70,106.33,353,7.3
A0004616,C004616,P261,PM008,20180928,84.1,5981.65,72,23.68,244,7.2
A0004617,C004617,P029,PM008,20221202,75.3,1702.9,23,81.03,268,8.1
A0004618,C004618,P045,PM004,20220226,24.7,467.15,21,0,338,8.7
A0004619,C004619,P011,PM004,20220503,20.15,20.15,1,0.12,384,3.6
A0004620,C004620,P005,PM006,20190408,69.75,69.75,1,69.22,222,5.1
A0004621,C004621,P042,PM002,20190607,93.2,2931,32,90.93,274,4.5
A0004622,C004622,P035,PM002,20200504,80.85,1400.85,17,89.48,401,5.6
A0004623,C004623,P199,PM002,20230808,33.65,137.85,4,5.66,0,4.2
A0004624,C004624,P219,PM002,20190319,55.8,1941.5,36,20.6,187,8.1
A0004625,C004625,P210,PM008,20230915,39.7,1932.75,50,13.69,21,7.9
A0004626,C004626,P096,PM008,20210506,29.5,1423.05,48,15.16,18,7.9
A0004627,C004627,P011,PM008,20210512,20.15,970.85,50,0,297,7.1
A0004628,C004628,P212,PM008,20230923,79.55,5810.9,72,20.2,209,6.9
A0004629,C004629,P045,PM008,20190212,24.8,223.9,10,5.73,170,8.9
A0004630,C004630,P011,PM004,20200613,19.65,391.7,18,2.32,196,6
A0004631,C004631,P035,PM002,20210618,79.95,79.95,1,72.23,389,4.3
A0004632,C004632,P011,PM002,20230920,19.3,19.3,1,0,193,5.5
A0004633,C004633,P025,PM002,20230704,94.05,811.65,9,95.98,259,7.5
A0004634,C004634,P203,PM004,20211018,90.75,174.75,2,94.94,182,8.9
A0004635,C004635,P191,PM008,20200616,78.85,3126.85,40,75.45,325,7.3
A0004636,C004636,P006,PM006,20180405,99.5,6841.45,69,84.93,201,6.6
A0004637,C004637,P187,PM002,20190624,99.2,3754.6,37,101.82,241,2.6
A0004638,C004638,P078,PM008,20231008,80.55,1406.65,18,74.45,98,9.8
A0004639,C004639,P005,PM002,20190524,70.2,834.7,11,60.11,104,6.7
A0004640,C004640,P034,PM008,20201111,85.2,627.4,8,71.04,250,5.5
A0004641,C004641,P073,PM002,20200108,75.25,242,3,79.32,130,3.4
A0004642,C004642,P151,PM008,20210512,59.45,3157,55,18.48,439,9.4
A0004643,C004643,P193,PM002,20190416,93.35,3092,33,92.22,64,10
A0004644,C004644,P027,PM006,20181011,44.95,2168.9,46,20.43,177,5.8
A0004645,C004645,P045,PM006,20190107,26.1,980.35,34,3.45,251,6.8
A0004646,C004646,P011,PM002,20220302,20.2,65.95,3,8.28,217,8.8
A0004647,C004647,P011,PM004,20231217,21.25,711.9,30,0,150,8.4
A0004648,C004648,P162,PM002,20211104,59.4,1952.8,33,17.65,163,8.5
A0004649,C004649,P193,PM008,20190522,95,4368.85,45,86.92,160,7.1
A0004650,C004650,P020,PM004,20210123,61.9,2647.1,40,17.42,224,10
A0004651,C004651,P014,PM002,20190801,118.65,8477.6,71,117.41,425,8.2
A0004652,C004652,P219,PM002,20210415,54.35,54.35,1,19.44,257,3.1
A0004653,C004653,P155,PM006,20201004,64.45,4528,72,19.56,19,7.7
A0004654,C004654,P089,PM002,20191030,80.15,1790.65,22,83.27,295,6.4
A0004655,C004655,P011,PM006,20211217,20.2,845.6,46,3.72,350,9.8
A0004656,C004656,P011,PM004,20230323,21,1210.3,55,10.98,0,7.6
A0004657,C004657,P011,PM004,20231007,20.45,20.45,1,0,222,8.6
A0004658,C004658,P269,PM004,20180930,75.85,854.45,12,18.05,367,7.5
A0004659,C004659,P040,PM002,20210506,80.45,2429.1,31,81.68,198,7.2
A0004660,C004660,P068,PM002,20180210,24.95,100.4,5,3.47,24,2.1
A0004661,C004661,P198,PM002,20200108,75.5,5229.45,67,30.06,383,8.8
A0004662,C004662,P027,PM004,20221202,44.45,44.45,1,11.92,207,9.5
A0004663,C004663,P046,PM002,20210622,42.35,1716.45,40,9.88,5,3.4
A0004664,C004664,P318,PM008,20191210,74.55,3023.55,41,20.01,158,6
A0004665,C004665,P073,PM002,20180506,75.3,75.3,1,78.89,193,5.6
A0004666,C004666,P070,PM002,20200217,94.8,4837.6,51,94.01,139,2.5
A0004667,C004667,P302,PM008,20200415,48.15,2032.3,42,11.24,13,8.9
A0004668,C004668,P011,PM004,20231228,19.65,436.9,23,8.52,118,7.1
A0004669,C004669,P005,PM002,20200528,70.55,70.55,1,66.27,304,3.1
A0004670,C004670,P011,PM004,20190129,20.15,20.15,1,0.38,306,8.4
A0004671,C004671,P069,PM008,20200407,106.6,5893.95,56,109.86,100,6.6
A0004672,C004672,P007,PM002,20231215,91,1430.05,15,82.84,389,7.3
A0004673,C004673,P045,PM006,20230428,25.4,313,12,2.66,296,8.2
A0004674,C004674,P165,PM006,20200416,69.95,3871.85,54,15.71,317,4.9
A0004675,C004675,P023,PM002,20190609,66.85,458.1,7,24.17,181,9.9
A0004676,C004676,P034,PM008,20210605,86.15,2745.7,33,81.34,306,4.6
A0004677,C004677,P011,PM002,20180526,20.15,341.35,16,3.67,351,6.8
A0004678,C004678,P253,PM004,20200105,64.85,1336.8,21,24.98,241,6.6
A0004679,C004679,P134,PM002,20230408,74.85,2181.75,30,26.76,430,9.3
A0004680,C004680,P050,PM004,20180618,50.5,147.75,3,16.41,253,8.8
A0004681,C004681,P029,PM002,20220411,72.9,818.45,11,71.74,352,9.4
A0004682,C004682,P014,PM008,20210222,115.05,7133.45,62,112.17,276,7.2
A0004683,C004683,P011,PM002,20181027,19,348.8,18,7.55,302,8.3
A0004684,C004684,P011,PM004,20200726,19.55,128.6,6,0,99,8.7
A0004685,C004685,P006,PM002,20190606,101.1,4674.4,46,95.91,283,9.1
A0004686,C004686,P034,PM002,20231123,84.1,1737.45,21,87.43,183,9.4
A0004687,C004687,P045,PM006,20190910,24.15,1498.85,68,0,173,7.4
A0004688,C004688,P161,PM002,20200826,50.1,50.1,1,10.28,406,7.7
A0004689,C004689,P029,PM002,20220914,74.6,1797.75,25,67.38,230,7.4
A0004690,C004690,P011,PM004,20230420,19.75,498.1,24,0,159,7.7
A0004691,C004691,P034,PM002,20190521,85,2624.25,30,84.59,217,5.7
A0004692,C004692,P089,PM002,20181029,80.55,184.1,2,81.77,132,2.8
A0004693,C004693,P012,PM006,20191015,106.8,5498.8,51,111.56,379,9.2
A0004694,C004694,P062,PM002,20180305,84.5,4845.4,57,27.98,187,6.4
A0004695,C004695,P045,PM006,20220611,25.05,369.1,15,0,297,7.5
A0004696,C004696,P088,PM006,20181115,83.7,6096.9,72,24.12,372,9.7
A0004697,C004697,P029,PM002,20220809,75.8,160.75,2,78.35,204,4.8
A0004698,C004698,P143,PM008,20200408,96.6,2684.35,28,102.96,297,8.6
A0004699,C004699,P006,PM002,20180402,98.5,3004.15,29,99.13,157,3.3
A0004700,C004700,P312,PM008,20200818,101.1,6994.8,70,98.75,470,6.5
A0004701,C004701,P011,PM004,20180305,20.2,273.25,13,0,334,9.2
A0004702,C004702,P024,PM002,20200423,94.05,5483.9,59,86.82,232,7.4
A0004703,C004703,P042,PM002,20180807,95.25,1233.65,13,98.58,180,4
A0004704,C004704,P073,PM004,20191205,74.4,527.9,7,77.29,239,6
A0004705,C004705,P105,PM004,20190911,81,4985.9,62,27.19,219,6.7
A0004706,C004706,P071,PM002,20230417,60.25,1258.35,21,17.43,425,8.3
A0004707,C004707,P249,PM002,20180904,60.85,111.4,2,25.29,139,8
A0004708,C004708,P027,PM008,20200821,43.95,43.95,1,10.76,262,7.9
A0004709,C004709,P192,PM002,20220205,86.05,308.1,4,90.83,248,7
A0004710,C004710,P011,PM008,20201010,20.25,383.65,19,0.01,239,7.3
A0004711,C004711,P142,PM002,20180226,85.15,2555.9,30,82.11,240,3.8
A0004712,C004712,P011,PM008,20201204,19.4,1284.2,67,3.16,239,8.9
A0004713,C004713,P118,PM008,20210114,102.65,7550.3,72,104.7,328,6.9
A0004714,C004714,P011,PM008,20230722,19.9,1110.05,53,1.98,304,9
A0004715,C004715,P011,PM002,20201127,19.55,99.6,5,0.6,287,7.9
A0004716,C004716,P226,PM008,20200127,95.5,6707.15,71,95.31,0,6.5
A0004717,C004717,P104,PM008,20230202,84.15,4164.4,50,37.19,276,7.6
A0004718,C004718,P009,PM002,20230328,103.2,5873.75,56,109.12,100,7.5
A0004719,C004719,P050,PM008,20180506,50.2,109.25,2,18.67,308,9
A0004720,C004720,P156,PM002,20180924,88.55,179.25,2,89.11,382,4.2
A0004721,C004721,P130,PM002,20220611,54.75,1338.15,24,21.46,166,4.4
A0004722,C004722,P011,PM008,20220808,19.95,862.4,46,2.79,226,9.7
A0004723,C004723,P014,PM002,20220312,116.25,8564.75,71,116.38,196,8.3
A0004724,C004724,P096,PM002,20230630,31.2,926.2,29,7.84,19,9.6
A0004725,C004725,P045,PM006,20190902,24.45,1718.2,69,0,258,9.4
A0004726,C004726,P104,PM008,20190414,84.2,5956.85,71,9.41,405,7
A0004727,C004727,P133,PM002,20200311,91.3,91.3,1,92.35,287,5.4
A0004728,C004728,P088,PM006,20180513,85.65,4824.45,56,23.25,271,9.7
A0004729,C004729,P011,PM004,20201016,21.2,1238.65,56,8.18,256,9.4
A0004730,C004730,P035,PM002,20181114,79.5,79.5,1,79.6,323,6
A0004731,C004731,P045,PM004,20220520,25.55,672.2,28,0,93,8.6
A0004732,C004732,P011,PM004,20191212,20.2,382.2,19,0,257,7.7
A0004733,C004733,P308,PM002,20190327,63.85,4264.6,66,13.92,243,7
A0004734,C004734,P213,PM004,20230225,61.95,1070.7,17,20.95,315,7.5
A0004735,C004735,P045,PM004,20221010,25.75,1345.85,52,1.71,233,6.2
A0004736,C004736,P172,PM002,20210816,58.2,1045.25,19,22.25,156,9.1
A0004737,C004737,P088,PM006,20180522,85.85,3003.55,36,21.8,250,7.7
A0004738,C004738,P005,PM004,20220206,70.1,467.55,7,70.27,152,6
A0004739,C004739,P202,PM008,20190723,104.9,7537.5,72,98.07,76,6.4
A0004740,C004740,P053,PM002,20220429,111.3,7482.1,67,114.81,315,6
A0004741,C004741,P065,PM002,20230304,99.85,3343.15,34,102.44,302,7.6
A0004742,C004742,P193,PM006,20180130,95.25,5427.05,57,97.73,292,3.4
A0004743,C004743,P245,PM002,20210620,86.25,587.1,7,86.26,367,6.8
A0004744,C004744,P006,PM002,20191126,100.8,100.8,1,102.87,190,6
A0004745,C004745,P011,PM006,20180607,19.55,161.15,8,8.22,121,8.3
A0004746,C004746,P009,PM002,20181206,104,7028.5,69,102.57,243,7.8
A0004747,C004747,P015,PM004,20221104,104.4,5232.9,50,105.09,218,8.6
A0004748,C004748,P011,PM004,20180402,19.5,225.85,10,0,174,7.7
A0004749,C004749,P045,PM008,20181125,25.25,274.7,12,0,242,7
A0004750,C004750,P160,PM002,20180621,86.3,1180.95,14,86.79,194,4.1
A0004751,C004751,P298,PM006,20190913,49.85,3370.2,70,20.47,0,10
A0004752,C004752,P051,PM006,20210123,108.95,7111.3,64,107.67,210,10
A0004753,C004753,P022,PM008,20200915,89.9,5958.85,66,25.79,147,9.8
A0004754,C004754,P105,PM008,20180318,82,5999.85,71,22.57,270,8.3
A0004755,C004755,P133,PM002,20180522,89.95,1648.45,20,87.28,190,7.6
A0004756,C004756,P139,PM006,20180819,79.35,5753.25,72,25.28,350,6.7
A0004757,C004757,P026,PM008,20221129,64.05,4492.9,71,11.73,394,7.2
A0004758,C004758,P006,PM008,20230416,101.15,3956.7,38,107.55,311,7.2
A0004759,C004759,P123,PM002,20200811,89.95,2625.55,28,86.62,110,7.5
A0004760,C004760,P117,PM002,20231216,76.45,1233.4,17,80.06,385,6.9
A0004761,C004761,P120,PM002,20221026,39.1,1309,33,5.38,22,8.5
A0004762,C004762,P152,PM004,20230103,34.6,813.45,23,13.72,10,6.7
A0004763,C004763,P011,PM002,20220403,19.55,1108.8,58,3.56,369,8.8
A0004764,C004764,P127,PM006,20231219,104.45,7349.35,70,106.37,200,7.9
A0004765,C004765,P005,PM002,20220124,70.5,294.2,4,65.53,82,5.4
A0004766,C004766,P011,PM004,20180926,20.35,929.2,45,1.45,181,8.3
A0004767,C004767,P005,PM002,20200819,70,740,10,64.08,405,3.3
A0004768,C004768,P011,PM008,20220514,19.45,754.5,36,0,115,7.1
A0004769,C004769,P194,PM004,20220616,69.9,3883.3,54,26.12,249,7.8
A0004770,C004770,P019,PM004,20230522,59.7,1414.2,23,21.89,253,7.6
A0004771,C004771,P318,PM008,20201210,78.35,3211.2,41,23.58,203,8
A0004772,C004772,P005,PM004,20220830,71.45,371.6,5,66.58,210,8
A0004773,C004773,P093,PM008,20201025,45.85,1246.4,27,16.98,10,5.7
A0004774,C004774,P126,PM002,20191010,95.85,95.85,1,95.95,199,9.9
A0004775,C004775,P152,PM008,20200108,35.7,2545.7,67,0,0,6.8
A0004776,C004776,P022,PM008,20210422,89.55,6448.85,72,30.78,269,6.9
A0004777,C004777,P045,PM008,20211230,24.95,1468.9,56,0.13,346,7.6
A0004778,C004778,P045,PM002,20200330,24.85,1013.6,44,6.26,328,7.8
A0004779,C004779,P021,PM002,20200621,100.8,6690.75,66,95.32,177,10
A0004780,C004780,P064,PM004,20220212,64.4,2088.75,34,3.44,137,4.8
A0004781,C004781,P009,PM006,20200907,105.35,7240.65,69,106.75,224,8.5
A0004782,C004782,P015,PM002,20190118,102.45,102.45,1,103.91,391,4.8
A0004783,C004783,P011,PM008,20210907,19.65,830.25,40,0,308,8.3
A0004784,C004784,P130,PM006,20220106,54.45,1588.7,30,11.44,313,7.8
A0004785,C004785,P087,PM004,20190505,70.5,829.3,11,34.93,330,5.7
A0004786,C004786,P011,PM008,20210302,20.1,302.45,15,0,287,7.6
A0004787,C004787,P169,PM002,20190302,69.35,712.25,11,24.46,260,9.2
A0004788,C004788,P011,PM006,20230606,19.8,1336.65,64,0,309,10
A0004789,C004789,P170,PM006,20220505,74.4,5360.75,72,11.87,200,6.6
A0004790,C004790,P024,PM006,20211216,93.05,6735.05,72,92.2,122,8.4
A0004791,C004791,P010,PM004,20220208,51.2,51.2,1,14.03,315,7.2
A0004792,C004792,P026,PM008,20211108,65.6,1010,15,17.68,361,10
A0004793,C004793,P259,PM008,20201016,80.55,4847.05,60,23.59,149,6.4
A0004794,C004794,P002,PM004,20190227,52.7,3019.7,56,17.13,323,8.7
A0004795,C004795,P011,PM004,20210429,20.85,161.65,8,0,401,6.5
A0004796,C004796,P178,PM008,20221206,80.1,217.55,3,73.78,249,4.3
A0004797,C004797,P161,PM008,20221115,52.15,2583.75,49,18.08,176,7.6
A0004798,C004798,P035,PM002,20231028,80.2,146.05,2,70.45,261,6
A0004799,C004799,P310,PM006,20200504,98.15,567.45,6,87.9,200,3.5
A0004800,C004800,P014,PM006,20181231,114.95,7711.25,70,118.65,194,8.6
A0004801,C004801,P044,PM004,20230901,112.95,1384.75,12,115.49,288,4.5
A0004802,C004802,P013,PM006,20190702,104.45,5481.25,52,104.16,105,8.6
A0004803,C004803,P014,PM008,20231005,113.65,8124.2,72,106.67,120,9
A0004804,C004804,P011,PM006,20210625,20.6,827.3,40,0,251,6.4
A0004805,C004805,P005,PM004,20200713,70.9,70.9,1,69.59,247,5.3
A0004806,C004806,P245,PM002,20180918,86.85,220.95,3,78.87,280,4
A0004807,C004807,P133,PM002,20190311,91.55,3673.6,40,87.85,418,9.3
A0004808,C004808,P150,PM002,20190619,49.85,49.85,1,18.22,259,8.2
A0004809,C004809,P011,PM008,20190116,19.8,576.65,30,7.33,303,7.9
A0004810,C004810,P099,PM002,20231121,99.85,2331.3,23,97.75,162,4.2
A0004811,C004811,P073,PM002,20180129,74.5,74.5,1,78.28,319,5.3
A0004812,C004812,P009,PM002,20220215,104.15,4495.65,44,94.58,202,9.4
A0004813,C004813,P044,PM002,20201207,109.15,6941.2,65,112.45,256,4.2
A0004814,C004814,P010,PM002,20211022,48.2,340.35,7,10.44,240,6.4
A0004815,C004815,P045,PM008,20190701,25.1,1789.9,72,1.79,342,8.9
A0004816,C004816,P200,PM008,20181123,100.15,908.55,8,98.91,132,6
A0004817,C004817,P116,PM008,20221018,65.2,1043.35,16,26.16,44,3.4
A0004818,C004818,P006,PM008,20191230,99.5,6822.15,66,95.13,230,3.5
A0004819,C004819,P005,PM004,20180807,71.55,71.55,1,74.69,292,3.8
A0004820,C004820,P002,PM004,20180506,55.9,157.55,3,15.37,263,6.7
A0004821,C004821,P271,PM002,20200531,93.9,5029.2,53,93.11,360,2.4
A0004822,C004822,P204,PM008,20211103,64.4,581.7,8,18.4,289,6.7
A0004823,C004823,P044,PM006,20181115,108.4,7318.2,69,104.17,199,5.6
A0004824,C004824,P171,PM004,20210821,85.3,420.45,5,85.23,40,6.2
A0004825,C004825,P051,PM004,20210508,107.45,7576.7,72,107.14,228,8
A0004826,C004826,P225,PM006,20180326,48.75,633.4,13,15.83,18,7.3
A0004827,C004827,P090,PM002,20201130,85.65,321.65,4,86.07,214,4.7
A0004828,C004828,P022,PM008,20220424,91.3,4965,54,31.38,252,8.3
A0004829,C004829,P104,PM006,20211018,85.95,6151.9,72,30.4,287,7.1
A0004830,C004830,P012,PM002,20230427,106.7,1253.9,12,101.45,158,7.6
A0004831,C004831,P068,PM002,20181228,25.15,25.15,1,11.89,14,4
A0004832,C004832,P027,PM002,20210419,45.2,45.2,1,7.63,397,7.6
A0004833,C004833,P044,PM002,20210608,110.35,5893.15,54,113.29,234,6.4
A0004834,C004834,P078,PM008,20200914,79.2,5420.65,69,82.3,148,7.8
A0004835,C004835,P003,PM008,20230123,55.5,2627.35,48,7.09,244,7.8
A0004836,C004836,P069,PM008,20210611,103.25,5037.55,48,103.71,49,4.6
A0004837,C004837,P107,PM002,20211223,90.25,743.75,8,87.91,280,7.7
A0004838,C004838,P022,PM004,20200410,91.25,6589.6,71,23.58,290,8.8
A0004839,C004839,P010,PM002,20210810,47.8,92.45,2,21.09,400,4.7
A0004840,C004840,P038,PM008,20211003,100.9,6733.15,67,97.63,232,7.4
A0004841,C004841,P021,PM006,20200525,97.7,3410,34,93.67,286,7.2
A0004842,C004842,P005,PM002,20181227,69.85,199.85,3,70.23,172,7.2
A0004843,C004843,P222,PM004,20230314,65.6,593.3,9,23.11,217,6.1
A0004844,C004844,P229,PM006,20181224,104.65,7288.4,71,103.94,112,6.2
A0004845,C004845,P140,PM008,20211107,90.45,5229.8,57,96.28,232,8.3
A0004846,C004846,P155,PM006,20180305,63.7,4464.8,72,21.76,7,9.2
A0004847,C004847,P013,PM002,20211120,104.5,5068.05,48,93.61,276,9.2
A0004848,C004848,P011,PM004,20220224,20.1,401.85,18,0,193,5.1
A0004849,C004849,P009,PM008,20190803,104.3,4451.85,43,101.49,257,7.6
A0004850,C004850,P022,PM006,20181118,93.25,6688.95,72,30.37,219,7.2
A0004851,C004851,P269,PM006,20210410,73.45,2661.1,35,8.91,220,7.9
A0004852,C004852,P011,PM004,20231129,20.7,73.05,4,12.95,257,7.1
A0004853,C004853,P045,PM004,20231027,25.25,1211.65,49,2.91,253,8.9
A0004854,C004854,P177,PM006,20231111,100.5,7030.65,71,101.24,318,8
A0004855,C004855,P133,PM002,20230113,90.6,1020.2,11,96.51,239,5.7
A0004856,C004856,P022,PM008,20180810,89.4,5597.65,63,38.54,218,6.9
A0004857,C004857,P143,PM006,20200614,95.45,6223.3,65,99.8,233,7.8
